"k_hat","m"
35,100
17,100
16,100
34,100
22,100
28,100
20,100
42,100
23,100
3,100
13,100
25,100
24,100
29,100
36,100
27,100
32,100
19,100
40,100
26,100
15,100
21,100
27,100
32,100
33,100
24,100
25,100
28,100
19,100
17,100
22,100
32,100
24,100
27,100
40,100
12,100
7,100
25,100
27,100
25,100
263,1000
229,1000
263,1000
222,1000
211,1000
247,1000
235,1000
221,1000
240,1000
289,1000
269,1000
207,1000
264,1000
226,1000
224,1000
263,1000
228,1000
284,1000
234,1000
253,1000
237,1000
248,1000
231,1000
226,1000
285,1000
276,1000
206,1000
270,1000
290,1000
226,1000
228,1000
234,1000
228,1000
246,1000
242,1000
305,1000
255,1000
273,1000
304,1000
294,1000
244,1000
261,1000
264,1000
263,1000
226,1000
198,1000
186,1000
274,1000
291,1000
241,1000
228,1000
238,1000
251,1000
232,1000
260,1000
258,1000
205,1000
207,1000
255,1000
226,1000
250,1000
239,1000
220,1000
275,1000
247,1000
191,1000
232,1000
238,1000
239,1000
242,1000
233,1000
206,1000
140,1000
223,1000
203,1000
190,1000
213,1000
253,1000
278,1000
277,1000
252,1000
239,1000
219,1000
202,1000
197,1000
256,1000
244,1000
208,1000
253,1000
260,1000
263,1000
253,1000
261,1000
233,1000
215,1000
230,1000
302,1000
257,1000
197,1000
217,1000
2491,10000
2271,10000
2406,10000
2422,10000
2284,10000
2504,10000
2333,10000
2442,10000
2326,10000
2470,10000
2640,10000
2593,10000
2480,10000
2395,10000
2444,10000
2599,10000
2359,10000
2383,10000
2338,10000
2523,10000
2529,10000
2427,10000
2403,10000
2534,10000
2434,10000
2519,10000
2443,10000
2507,10000
2373,10000
2507,10000
2469,10000
2385,10000
2510,10000
2423,10000
2465,10000
2562,10000
2369,10000
2456,10000
2366,10000
2465,10000
2540,10000
2292,10000
2353,10000
2445,10000
2421,10000
2386,10000
2419,10000
2557,10000
2290,10000
2448,10000
2419,10000
2436,10000
2298,10000
2538,10000
2492,10000
2351,10000
2563,10000
2314,10000
2453,10000
2374,10000
2455,10000
2499,10000
2400,10000
2574,10000
2352,10000
2458,10000
2441,10000
2446,10000
2224,10000
2427,10000
2417,10000
2455,10000
2470,10000
2351,10000
2312,10000
2223,10000
2344,10000
2392,10000
2434,10000
2406,10000
2334,10000
2493,10000
2600,10000
2221,10000
2351,10000
2530,10000
2494,10000
2252,10000
2523,10000
2393,10000
2275,10000
2533,10000
2429,10000
2374,10000
2322,10000
2480,10000
2455,10000
2434,10000
2504,10000
2361,10000
5,10
1,10
3,10
2,10
3,10
2,10
4,10
1,10
7,10
5,10
4,10
0,10
0,10
1,10
5,10
3,10
0,10
5,10
3,10
3,10
8,10
5,10
2,10
2,10
4,10
4,10
0,10
0,10
3,10
3,10
4,10
6,10
3,10
6,10
4,10
3,10
0,10
2,10
5,10
1,10
0,10
2,10
2,10
4,10
3,10
0,10
4,10
2,10
5,10
1,10
0,10
3,10
1,10
4,10
5,10
4,10
3,10
1,10
1,10
4,10
2,10
2,10
2,10
3,10
1,10
5,10
2,10
4,10
6,10
4,10
2,10
3,10
2,10
7,10
3,10
4,10
5,10
4,10
4,10
4,10
0,10
5,10
2,10
3,10
0,10
2,10
0,10
0,10
2,10
6,10
3,10
3,10
4,10
7,10
0,10
4,10
2,10
1,10
0,10
3,10
32,100
13,100
18,100
39,100
18,100
19,100
15,100
33,100
37,100
34,100
9,100
31,100
33,100
13,100
20,100
11,100
27,100
27,100
32,100
35,100
9,100
13,100
24,100
19,100
36,100
39,100
32,100
28,100
28,100
33,100
28,100
25,100
33,100
23,100
16,100
12,100
28,100
39,100
26,100
24,100
19,100
25,100
25,100
38,100
22,100
36,100
5,100
26,100
26,100
41,100
27,100
28,100
24,100
27,100
27,100
35,100
35,100
27,100
34,100
31,100
35,100
17,100
16,100
34,100
22,100
28,100
20,100
42,100
23,100
3,100
13,100
25,100
24,100
29,100
36,100
27,100
32,100
19,100
40,100
26,100
15,100
21,100
27,100
32,100
33,100
24,100
25,100
28,100
19,100
17,100
22,100
32,100
24,100
27,100
40,100
12,100
7,100
25,100
27,100
25,100
263,1000
229,1000
263,1000
222,1000
211,1000
247,1000
235,1000
221,1000
240,1000
289,1000
269,1000
207,1000
264,1000
226,1000
224,1000
263,1000
228,1000
284,1000
234,1000
253,1000
237,1000
248,1000
231,1000
226,1000
285,1000
276,1000
206,1000
270,1000
290,1000
226,1000
228,1000
234,1000
228,1000
246,1000
242,1000
305,1000
255,1000
273,1000
304,1000
294,1000
244,1000
261,1000
264,1000
263,1000
226,1000
198,1000
186,1000
274,1000
291,1000
241,1000
228,1000
238,1000
251,1000
232,1000
260,1000
258,1000
205,1000
207,1000
255,1000
226,1000
250,1000
239,1000
220,1000
275,1000
247,1000
191,1000
232,1000
238,1000
239,1000
242,1000
233,1000
206,1000
140,1000
223,1000
203,1000
190,1000
213,1000
253,1000
278,1000
277,1000
252,1000
239,1000
219,1000
202,1000
197,1000
256,1000
244,1000
208,1000
253,1000
260,1000
263,1000
253,1000
261,1000
233,1000
215,1000
230,1000
302,1000
257,1000
197,1000
217,1000
2491,10000
2271,10000
2406,10000
2422,10000
2284,10000
2504,10000
2333,10000
2442,10000
2326,10000
2470,10000
2640,10000
2593,10000
2480,10000
2395,10000
2444,10000
2599,10000
2359,10000
2383,10000
2338,10000
2523,10000
2529,10000
2427,10000
2403,10000
2534,10000
2434,10000
2519,10000
2443,10000
2507,10000
2373,10000
2507,10000
2469,10000
2385,10000
2510,10000
2423,10000
2465,10000
2562,10000
2369,10000
2456,10000
2366,10000
2465,10000
2540,10000
2292,10000
2353,10000
2445,10000
2421,10000
2386,10000
2419,10000
2557,10000
2290,10000
2448,10000
2419,10000
2436,10000
2298,10000
2538,10000
2492,10000
2351,10000
2563,10000
2314,10000
2453,10000
2374,10000
2455,10000
2499,10000
2400,10000
2574,10000
2352,10000
2458,10000
2441,10000
2446,10000
2224,10000
2427,10000
2417,10000
2455,10000
2470,10000
2351,10000
2312,10000
2223,10000
2344,10000
2392,10000
2434,10000
2406,10000
2334,10000
2493,10000
2600,10000
2221,10000
2351,10000
2530,10000
2494,10000
2252,10000
2523,10000
2393,10000
2275,10000
2533,10000
2429,10000
2374,10000
2322,10000
2480,10000
2455,10000
2434,10000
2504,10000
2361,10000
5,10
1,10
3,10
2,10
3,10
2,10
4,10
1,10
7,10
5,10
4,10
0,10
0,10
1,10
5,10
3,10
0,10
5,10
3,10
3,10
8,10
5,10
2,10
2,10
4,10
4,10
0,10
0,10
3,10
3,10
4,10
6,10
3,10
6,10
4,10
3,10
0,10
2,10
5,10
1,10
0,10
2,10
2,10
4,10
3,10
0,10
4,10
2,10
5,10
1,10
0,10
3,10
1,10
4,10
5,10
4,10
3,10
1,10
1,10
4,10
2,10
2,10
2,10
3,10
1,10
5,10
2,10
4,10
6,10
4,10
2,10
3,10
2,10
7,10
3,10
4,10
5,10
4,10
4,10
4,10
0,10
5,10
2,10
3,10
0,10
2,10
0,10
0,10
2,10
6,10
3,10
3,10
4,10
7,10
0,10
4,10
2,10
1,10
0,10
3,10
32,100
13,100
18,100
39,100
18,100
19,100
15,100
33,100
37,100
34,100
9,100
31,100
33,100
13,100
20,100
11,100
27,100
27,100
32,100
35,100
9,100
13,100
24,100
19,100
36,100
39,100
32,100
28,100
28,100
33,100
28,100
25,100
33,100
23,100
16,100
12,100
28,100
39,100
26,100
24,100
19,100
25,100
25,100
38,100
22,100
36,100
5,100
26,100
26,100
41,100
27,100
28,100
24,100
27,100
27,100
35,100
35,100
27,100
34,100
31,100
35,100
17,100
16,100
34,100
22,100
28,100
20,100
42,100
23,100
3,100
13,100
25,100
24,100
29,100
36,100
27,100
32,100
19,100
40,100
26,100
15,100
21,100
27,100
32,100
33,100
24,100
25,100
28,100
19,100
17,100
22,100
32,100
24,100
27,100
40,100
12,100
7,100
25,100
27,100
25,100
263,1000
229,1000
263,1000
222,1000
211,1000
247,1000
235,1000
221,1000
240,1000
289,1000
269,1000
207,1000
264,1000
226,1000
224,1000
263,1000
228,1000
284,1000
234,1000
253,1000
237,1000
248,1000
231,1000
226,1000
285,1000
276,1000
206,1000
270,1000
290,1000
226,1000
228,1000
234,1000
228,1000
246,1000
242,1000
305,1000
255,1000
273,1000
304,1000
294,1000
244,1000
261,1000
264,1000
263,1000
226,1000
198,1000
186,1000
274,1000
291,1000
241,1000
228,1000
238,1000
251,1000
232,1000
260,1000
258,1000
205,1000
207,1000
255,1000
226,1000
250,1000
239,1000
220,1000
275,1000
247,1000
191,1000
232,1000
238,1000
239,1000
242,1000
233,1000
206,1000
140,1000
223,1000
203,1000
190,1000
213,1000
253,1000
278,1000
277,1000
252,1000
239,1000
219,1000
202,1000
197,1000
256,1000
244,1000
208,1000
253,1000
260,1000
263,1000
253,1000
261,1000
233,1000
215,1000
230,1000
302,1000
257,1000
197,1000
217,1000
2491,10000
2271,10000
2406,10000
2422,10000
2284,10000
2504,10000
2333,10000
2442,10000
2326,10000
2470,10000
2640,10000
2593,10000
2480,10000
2395,10000
2444,10000
2599,10000
2359,10000
2383,10000
2338,10000
2523,10000
2529,10000
2427,10000
2403,10000
2534,10000
2434,10000
2519,10000
2443,10000
2507,10000
2373,10000
2507,10000
2469,10000
2385,10000
2510,10000
2423,10000
2465,10000
2562,10000
2369,10000
2456,10000
2366,10000
2465,10000
2540,10000
2292,10000
2353,10000
2445,10000
2421,10000
2386,10000
2419,10000
2557,10000
2290,10000
2448,10000
2419,10000
2436,10000
2298,10000
2538,10000
2492,10000
2351,10000
2563,10000
2314,10000
2453,10000
2374,10000
2455,10000
2499,10000
2400,10000
2574,10000
2352,10000
2458,10000
2441,10000
2446,10000
2224,10000
2427,10000
2417,10000
2455,10000
2470,10000
2351,10000
2312,10000
2223,10000
2344,10000
2392,10000
2434,10000
2406,10000
2334,10000
2493,10000
2600,10000
2221,10000
2351,10000
2530,10000
2494,10000
2252,10000
2523,10000
2393,10000
2275,10000
2533,10000
2429,10000
2374,10000
2322,10000
2480,10000
2455,10000
2434,10000
2504,10000
2361,10000
5,10
1,10
3,10
2,10
3,10
2,10
4,10
1,10
7,10
5,10
4,10
0,10
0,10
1,10
5,10
3,10
0,10
5,10
3,10
3,10
8,10
5,10
2,10
2,10
4,10
4,10
0,10
0,10
3,10
3,10
4,10
6,10
3,10
6,10
4,10
3,10
0,10
2,10
5,10
1,10
0,10
2,10
2,10
4,10
3,10
0,10
4,10
2,10
5,10
1,10
0,10
3,10
1,10
4,10
5,10
4,10
3,10
1,10
1,10
4,10
2,10
2,10
2,10
3,10
1,10
5,10
2,10
4,10
6,10
4,10
2,10
3,10
2,10
7,10
3,10
4,10
5,10
4,10
4,10
4,10
0,10
5,10
2,10
3,10
0,10
2,10
0,10
0,10
2,10
6,10
3,10
3,10
4,10
7,10
0,10
4,10
2,10
1,10
0,10
3,10
32,100
13,100
18,100
39,100
18,100
19,100
15,100
33,100
37,100
34,100
9,100
31,100
33,100
13,100
20,100
11,100
27,100
27,100
32,100
35,100
9,100
13,100
24,100
19,100
36,100
39,100
32,100
28,100
28,100
33,100
28,100
25,100
33,100
23,100
16,100
12,100
28,100
39,100
26,100
24,100
19,100
25,100
25,100
38,100
22,100
36,100
5,100
26,100
26,100
41,100
27,100
28,100
24,100
27,100
27,100
35,100
35,100
27,100
34,100
31,100
35,100
17,100
16,100
34,100
22,100
28,100
20,100
42,100
23,100
3,100
13,100
25,100
24,100
29,100
36,100
27,100
32,100
19,100
40,100
26,100
15,100
21,100
27,100
32,100
33,100
24,100
25,100
28,100
19,100
17,100
22,100
32,100
24,100
27,100
40,100
12,100
7,100
25,100
27,100
25,100
263,1000
229,1000
263,1000
222,1000
211,1000
247,1000
235,1000
221,1000
240,1000
289,1000
269,1000
207,1000
264,1000
226,1000
224,1000
263,1000
228,1000
284,1000
234,1000
253,1000
237,1000
248,1000
231,1000
226,1000
285,1000
276,1000
206,1000
270,1000
290,1000
226,1000
228,1000
234,1000
228,1000
246,1000
242,1000
305,1000
255,1000
273,1000
304,1000
294,1000
244,1000
261,1000
264,1000
263,1000
226,1000
198,1000
186,1000
274,1000
291,1000
241,1000
228,1000
238,1000
251,1000
232,1000
260,1000
258,1000
205,1000
207,1000
255,1000
226,1000
250,1000
239,1000
220,1000
275,1000
247,1000
191,1000
232,1000
238,1000
239,1000
242,1000
233,1000
206,1000
140,1000
223,1000
203,1000
190,1000
213,1000
253,1000
278,1000
277,1000
252,1000
239,1000
219,1000
202,1000
197,1000
256,1000
244,1000
208,1000
253,1000
260,1000
263,1000
253,1000
261,1000
233,1000
215,1000
230,1000
302,1000
257,1000
197,1000
217,1000
2491,10000
2271,10000
2406,10000
2422,10000
2284,10000
2504,10000
2333,10000
2442,10000
2326,10000
2470,10000
2640,10000
2593,10000
2480,10000
2395,10000
2444,10000
2599,10000
2359,10000
2383,10000
2338,10000
2523,10000
2529,10000
2427,10000
2403,10000
2534,10000
2434,10000
2519,10000
2443,10000
2507,10000
2373,10000
2507,10000
2469,10000
2385,10000
2510,10000
2423,10000
2465,10000
2562,10000
2369,10000
2456,10000
2366,10000
2465,10000
2540,10000
2292,10000
2353,10000
2445,10000
2421,10000
2386,10000
2419,10000
2557,10000
2290,10000
2448,10000
2419,10000
2436,10000
2298,10000
2538,10000
2492,10000
2351,10000
2563,10000
2314,10000
2453,10000
2374,10000
2455,10000
2499,10000
2400,10000
2574,10000
2352,10000
2458,10000
2441,10000
2446,10000
2224,10000
2427,10000
2417,10000
2455,10000
2470,10000
2351,10000
2312,10000
2223,10000
2344,10000
2392,10000
2434,10000
2406,10000
2334,10000
2493,10000
2600,10000
2221,10000
2351,10000
2530,10000
2494,10000
2252,10000
2523,10000
2393,10000
2275,10000
2533,10000
2429,10000
2374,10000
2322,10000
2480,10000
2455,10000
2434,10000
2504,10000
2361,10000
