"k_hat","m"
3,10
0,10
2,10
0,10
0,10
6,10
1,10
0,10
0,10
3,10
4,10
1,10
5,10
0,10
3,10
0,10
1,10
3,10
1,10
0,10
1,10
5,10
2,10
1,10
4,10
0,10
4,10
5,10
6,10
1,10
1,10
3,10
0,10
2,10
0,10
0,10
2,10
2,10
0,10
0,10
4,10
0,10
0,10
1,10
3,10
4,10
2,10
1,10
0,10
2,10
0,10
7,10
1,10
1,10
0,10
2,10
3,10
3,10
0,10
2,10
3,10
1,10
1,10
3,10
1,10
3,10
4,10
0,10
0,10
3,10
6,10
1,10
0,10
2,10
0,10
5,10
2,10
3,10
3,10
3,10
1,10
2,10
2,10
0,10
0,10
14,100
1,100
13,100
16,100
18,100
0,100
14,100
13,100
21,100
12,100
13,100
0,100
20,100
12,100
5,100
21,100
8,100
24,100
14,100
9,100
18,100
12,100
25,100
7,100
8,100
9,100
4,100
9,100
6,100
14,100
1,100
9,100
10,100
4,100
17,100
9,100
1,100
10,100
13,100
16,100
3,100
13,100
21,100
13,100
16,100
25,100
17,100
14,100
20,100
10,100
7,100
26,100
16,100
19,100
10,100
10,100
7,100
17,100
7,100
15,100
21,100
8,100
1,100
6,100
17,100
5,100
17,100
19,100
11,100
10,100
21,100
31,100
20,100
7,100
19,100
7,100
14,100
14,100
20,100
4,100
25,100
10,100
12,100
25,100
3,100
7,100
5,100
18,100
6,100
20,100
10,100
14,100
14,100
2,100
14,100
11,100
34,100
10,100
8,100
19,100
116,1000
136,1000
109,1000
80,1000
129,1000
112,1000
85,1000
96,1000
107,1000
93,1000
115,1000
99,1000
132,1000
100,1000
137,1000
160,1000
114,1000
106,1000
99,1000
112,1000
89,1000
102,1000
147,1000
103,1000
150,1000
115,1000
120,1000
123,1000
101,1000
131,1000
108,1000
105,1000
141,1000
121,1000
126,1000
76,1000
109,1000
127,1000
132,1000
106,1000
108,1000
124,1000
85,1000
113,1000
104,1000
123,1000
121,1000
73,1000
138,1000
130,1000
147,1000
82,1000
109,1000
122,1000
104,1000
171,1000
95,1000
106,1000
115,1000
131,1000
149,1000
111,1000
120,1000
131,1000
97,1000
123,1000
100,1000
144,1000
161,1000
147,1000
111,1000
97,1000
85,1000
140,1000
132,1000
99,1000
130,1000
107,1000
151,1000
89,1000
94,1000
112,1000
129,1000
89,1000
82,1000
106,1000
151,1000
119,1000
97,1000
110,1000
104,1000
107,1000
134,1000
96,1000
126,1000
135,1000
143,1000
73,1000
149,1000
117,1000
1340,10000
1062,10000
1239,10000
1359,10000
1098,10000
1159,10000
1201,10000
1146,10000
1256,10000
1302,10000
1157,10000
1151,10000
1158,10000
1225,10000
1041,10000
1065,10000
1243,10000
1212,10000
1269,10000
1201,10000
1155,10000
1183,10000
1180,10000
1288,10000
1050,10000
1126,10000
1303,10000
1233,10000
1027,10000
1200,10000
1151,10000
1081,10000
1164,10000
1305,10000
1202,10000
1138,10000
1212,10000
1149,10000
1201,10000
1048,10000
1098,10000
1053,10000
1251,10000
1046,10000
1170,10000
1140,10000
1108,10000
1063,10000
1090,10000
1158,10000
1215,10000
1110,10000
1254,10000
1114,10000
1051,10000
1199,10000
1167,10000
1214,10000
1153,10000
1128,10000
1261,10000
984,10000
1153,10000
1138,10000
1158,10000
1100,10000
1146,10000
1212,10000
1191,10000
1206,10000
1267,10000
1000,10000
1101,10000
1219,10000
1115,10000
1220,10000
1128,10000
1080,10000
1151,10000
1107,10000
1112,10000
1237,10000
1130,10000
1271,10000
1211,10000
1029,10000
1157,10000
1291,10000
1215,10000
1143,10000
1203,10000
1089,10000
1148,10000
1047,10000
1081,10000
1268,10000
1167,10000
1207,10000
974,10000
1222,10000
1,10
1,10
2,10
4,10
2,10
1,10
5,10
0,10
3,10
1,10
0,10
2,10
2,10
1,10
3,10
3,10
0,10
2,10
0,10
0,10
6,10
1,10
0,10
0,10
3,10
4,10
1,10
5,10
0,10
3,10
0,10
1,10
3,10
1,10
0,10
1,10
5,10
2,10
1,10
4,10
0,10
4,10
5,10
6,10
1,10
1,10
3,10
0,10
2,10
0,10
0,10
2,10
2,10
0,10
0,10
4,10
0,10
0,10
1,10
3,10
4,10
2,10
1,10
0,10
2,10
0,10
7,10
1,10
1,10
0,10
2,10
3,10
3,10
0,10
2,10
3,10
1,10
1,10
3,10
1,10
3,10
4,10
0,10
0,10
3,10
6,10
1,10
0,10
2,10
0,10
5,10
2,10
3,10
3,10
3,10
1,10
2,10
2,10
0,10
0,10
14,100
1,100
13,100
16,100
18,100
0,100
14,100
13,100
21,100
12,100
13,100
0,100
20,100
12,100
5,100
21,100
8,100
24,100
14,100
9,100
18,100
12,100
25,100
7,100
8,100
9,100
4,100
9,100
6,100
14,100
1,100
9,100
10,100
4,100
17,100
9,100
1,100
10,100
13,100
16,100
3,100
13,100
21,100
13,100
16,100
25,100
17,100
14,100
20,100
10,100
7,100
26,100
16,100
19,100
10,100
10,100
7,100
17,100
7,100
15,100
21,100
8,100
1,100
6,100
17,100
5,100
17,100
19,100
11,100
10,100
21,100
31,100
20,100
7,100
19,100
7,100
14,100
14,100
20,100
4,100
25,100
10,100
12,100
25,100
3,100
7,100
5,100
18,100
6,100
20,100
10,100
14,100
14,100
2,100
14,100
11,100
34,100
10,100
8,100
19,100
116,1000
136,1000
109,1000
80,1000
129,1000
112,1000
85,1000
96,1000
107,1000
93,1000
115,1000
99,1000
132,1000
100,1000
137,1000
160,1000
114,1000
106,1000
99,1000
112,1000
89,1000
102,1000
147,1000
103,1000
150,1000
115,1000
120,1000
123,1000
101,1000
131,1000
108,1000
105,1000
141,1000
121,1000
126,1000
76,1000
109,1000
127,1000
132,1000
106,1000
108,1000
124,1000
85,1000
113,1000
104,1000
123,1000
121,1000
73,1000
138,1000
130,1000
147,1000
82,1000
109,1000
122,1000
104,1000
171,1000
95,1000
106,1000
115,1000
131,1000
149,1000
111,1000
120,1000
131,1000
97,1000
123,1000
100,1000
144,1000
161,1000
147,1000
111,1000
97,1000
85,1000
140,1000
132,1000
99,1000
130,1000
107,1000
151,1000
89,1000
94,1000
112,1000
129,1000
89,1000
82,1000
106,1000
151,1000
119,1000
97,1000
110,1000
104,1000
107,1000
134,1000
96,1000
126,1000
135,1000
143,1000
73,1000
149,1000
117,1000
1340,10000
1062,10000
1239,10000
1359,10000
1098,10000
1159,10000
1201,10000
1146,10000
1256,10000
1302,10000
1157,10000
1151,10000
1158,10000
1225,10000
1041,10000
1065,10000
1243,10000
1212,10000
1269,10000
1201,10000
1155,10000
1183,10000
1180,10000
1288,10000
1050,10000
1126,10000
1303,10000
1233,10000
1027,10000
1200,10000
1151,10000
1081,10000
1164,10000
1305,10000
1202,10000
1138,10000
1212,10000
1149,10000
1201,10000
1048,10000
1098,10000
1053,10000
1251,10000
1046,10000
1170,10000
1140,10000
1108,10000
1063,10000
1090,10000
1158,10000
1215,10000
1110,10000
1254,10000
1114,10000
1051,10000
1199,10000
1167,10000
1214,10000
1153,10000
1128,10000
1261,10000
984,10000
1153,10000
1138,10000
1158,10000
1100,10000
1146,10000
1212,10000
1191,10000
1206,10000
1267,10000
1000,10000
1101,10000
1219,10000
1115,10000
1220,10000
1128,10000
1080,10000
1151,10000
1107,10000
1112,10000
1237,10000
1130,10000
1271,10000
1211,10000
1029,10000
1157,10000
1291,10000
1215,10000
1143,10000
1203,10000
1089,10000
1148,10000
1047,10000
1081,10000
1268,10000
1167,10000
1207,10000
974,10000
1222,10000
