"k_hat","m"
2412,10000
2304,10000
2408,10000
2434,10000
2292,10000
2550,10000
2556,10000
2484,10000
2398,10000
2437,10000
2413,10000
2425,10000
2355,10000
2572,10000
2396,10000
2393,10000
2592,10000
2511,10000
2489,10000
2505,10000
2533,10000
2495,10000
2478,10000
2507,10000
2334,10000
2486,10000
2413,10000
2371,10000
2338,10000
2380,10000
2430,10000
2408,10000
2445,10000
2416,10000
2161,10000
2375,10000
2393,10000
2501,10000
2503,10000
2414,10000
2522,10000
2366,10000
2383,10000
2469,10000
2327,10000
2528,10000
2452,10000
2337,10000
2391,10000
2407,10000
2387,10000
2393,10000
2353,10000
2558,10000
2381,10000
2522,10000
2604,10000
2366,10000
2551,10000
2563,10000
2542,10000
2504,10000
2497,10000
2380,10000
0,10
6,10
3,10
4,10
2,10
5,10
5,10
5,10
0,10
2,10
0,10
4,10
3,10
4,10
7,10
3,10
2,10
1,10
6,10
2,10
3,10
2,10
4,10
3,10
4,10
2,10
3,10
5,10
4,10
0,10
2,10
2,10
4,10
1,10
1,10
3,10
6,10
4,10
6,10
0,10
1,10
3,10
1,10
4,10
4,10
1,10
6,10
0,10
2,10
3,10
1,10
3,10
4,10
0,10
6,10
2,10
6,10
8,10
5,10
3,10
2,10
0,10
0,10
2,10
4,10
6,10
3,10
0,10
3,10
4,10
3,10
1,10
1,10
3,10
2,10
3,10
4,10
4,10
6,10
0,10
6,10
3,10
1,10
2,10
1,10
4,10
2,10
8,10
0,10
4,10
2,10
2,10
1,10
1,10
0,10
4,10
3,10
4,10
6,10
3,10
19,100
36,100
22,100
32,100
39,100
12,100
37,100
33,100
23,100
41,100
27,100
36,100
18,100
11,100
28,100
22,100
25,100
28,100
25,100
26,100
13,100
15,100
30,100
30,100
25,100
28,100
21,100
28,100
30,100
27,100
41,100
23,100
29,100
21,100
30,100
23,100
31,100
15,100
16,100
40,100
32,100
30,100
27,100
26,100
26,100
20,100
9,100
11,100
20,100
29,100
24,100
23,100
18,100
21,100
32,100
25,100
29,100
29,100
29,100
23,100
31,100
33,100
17,100
30,100
23,100
25,100
24,100
16,100
26,100
16,100
18,100
19,100
14,100
25,100
16,100
23,100
13,100
24,100
6,100
17,100
15,100
26,100
48,100
29,100
25,100
32,100
35,100
17,100
33,100
10,100
29,100
34,100
23,100
29,100
25,100
20,100
38,100
23,100
33,100
37,100
244,1000
252,1000
241,1000
234,1000
251,1000
246,1000
251,1000
208,1000
322,1000
220,1000
266,1000
227,1000
246,1000
268,1000
224,1000
290,1000
208,1000
265,1000
205,1000
257,1000
239,1000
230,1000
251,1000
272,1000
256,1000
287,1000
262,1000
218,1000
228,1000
223,1000
273,1000
305,1000
215,1000
212,1000
223,1000
261,1000
269,1000
224,1000
238,1000
247,1000
241,1000
265,1000
257,1000
261,1000
256,1000
235,1000
224,1000
267,1000
250,1000
254,1000
268,1000
274,1000
249,1000
248,1000
255,1000
225,1000
250,1000
214,1000
272,1000
312,1000
214,1000
264,1000
262,1000
196,1000
248,1000
259,1000
214,1000
252,1000
246,1000
228,1000
240,1000
227,1000
268,1000
217,1000
229,1000
207,1000
214,1000
191,1000
266,1000
239,1000
229,1000
247,1000
296,1000
307,1000
303,1000
199,1000
252,1000
241,1000
209,1000
276,1000
235,1000
239,1000
247,1000
242,1000
243,1000
237,1000
255,1000
247,1000
217,1000
277,1000
2460,10000
2493,10000
2561,10000
2437,10000
2441,10000
2729,10000
2352,10000
2463,10000
2319,10000
2393,10000
2434,10000
2449,10000
2351,10000
2573,10000
2260,10000
2366,10000
2432,10000
2395,10000
2367,10000
2487,10000
2422,10000
2264,10000
2419,10000
2485,10000
2493,10000
2318,10000
2379,10000
2475,10000
2502,10000
2485,10000
2621,10000
2393,10000
2399,10000
2374,10000
2328,10000
2463,10000
2412,10000
2304,10000
2408,10000
2434,10000
2292,10000
2550,10000
2556,10000
2484,10000
2398,10000
2437,10000
2413,10000
2425,10000
2355,10000
2572,10000
2396,10000
2393,10000
2592,10000
2511,10000
2489,10000
2505,10000
2533,10000
2495,10000
2478,10000
2507,10000
2334,10000
2486,10000
2413,10000
2371,10000
2338,10000
2380,10000
2430,10000
2408,10000
2445,10000
2416,10000
2161,10000
2375,10000
2393,10000
2501,10000
2503,10000
2414,10000
2522,10000
2366,10000
2383,10000
2469,10000
2327,10000
2528,10000
2452,10000
2337,10000
2391,10000
2407,10000
2387,10000
2393,10000
2353,10000
2558,10000
2381,10000
2522,10000
2604,10000
2366,10000
2551,10000
2563,10000
2542,10000
2504,10000
2497,10000
2380,10000
0,10
6,10
3,10
4,10
2,10
5,10
5,10
5,10
0,10
2,10
0,10
4,10
3,10
4,10
7,10
3,10
2,10
1,10
6,10
2,10
3,10
2,10
4,10
3,10
4,10
2,10
3,10
5,10
4,10
0,10
2,10
2,10
4,10
1,10
1,10
3,10
6,10
4,10
6,10
0,10
1,10
3,10
1,10
4,10
4,10
1,10
6,10
0,10
2,10
3,10
1,10
3,10
4,10
0,10
6,10
2,10
6,10
8,10
5,10
3,10
2,10
0,10
0,10
2,10
4,10
6,10
3,10
0,10
3,10
4,10
3,10
1,10
1,10
3,10
2,10
3,10
4,10
4,10
6,10
0,10
6,10
3,10
1,10
2,10
1,10
4,10
2,10
8,10
0,10
4,10
2,10
2,10
1,10
1,10
0,10
4,10
3,10
4,10
6,10
3,10
19,100
36,100
22,100
32,100
39,100
12,100
37,100
33,100
23,100
41,100
27,100
36,100
18,100
11,100
28,100
22,100
25,100
28,100
25,100
26,100
13,100
15,100
30,100
30,100
25,100
28,100
21,100
28,100
30,100
27,100
41,100
23,100
29,100
21,100
30,100
23,100
31,100
15,100
16,100
40,100
32,100
30,100
27,100
26,100
26,100
20,100
9,100
11,100
20,100
29,100
24,100
23,100
18,100
21,100
32,100
25,100
29,100
29,100
29,100
23,100
31,100
33,100
17,100
30,100
23,100
25,100
24,100
16,100
26,100
16,100
18,100
19,100
14,100
25,100
16,100
23,100
13,100
24,100
6,100
17,100
15,100
26,100
48,100
29,100
25,100
32,100
35,100
17,100
33,100
10,100
29,100
34,100
23,100
29,100
25,100
20,100
38,100
23,100
33,100
37,100
244,1000
252,1000
241,1000
234,1000
251,1000
246,1000
251,1000
208,1000
322,1000
220,1000
266,1000
227,1000
246,1000
268,1000
224,1000
290,1000
208,1000
265,1000
205,1000
257,1000
239,1000
230,1000
251,1000
272,1000
256,1000
287,1000
262,1000
218,1000
228,1000
223,1000
273,1000
305,1000
215,1000
212,1000
223,1000
261,1000
269,1000
224,1000
238,1000
247,1000
241,1000
265,1000
257,1000
261,1000
256,1000
235,1000
224,1000
267,1000
250,1000
254,1000
268,1000
274,1000
249,1000
248,1000
255,1000
225,1000
250,1000
214,1000
272,1000
312,1000
214,1000
264,1000
262,1000
196,1000
248,1000
259,1000
214,1000
252,1000
246,1000
228,1000
240,1000
227,1000
268,1000
217,1000
229,1000
207,1000
214,1000
191,1000
266,1000
239,1000
229,1000
247,1000
296,1000
307,1000
303,1000
199,1000
252,1000
241,1000
209,1000
276,1000
235,1000
239,1000
247,1000
242,1000
243,1000
237,1000
255,1000
247,1000
217,1000
277,1000
2460,10000
2493,10000
2561,10000
2437,10000
2441,10000
2729,10000
2352,10000
2463,10000
2319,10000
2393,10000
2434,10000
2449,10000
2351,10000
2573,10000
2260,10000
2366,10000
2432,10000
2395,10000
2367,10000
2487,10000
2422,10000
2264,10000
2419,10000
2485,10000
2493,10000
2318,10000
2379,10000
2475,10000
2502,10000
2485,10000
2621,10000
2393,10000
2399,10000
2374,10000
2328,10000
2463,10000
2412,10000
2304,10000
2408,10000
2434,10000
2292,10000
2550,10000
2556,10000
2484,10000
2398,10000
2437,10000
2413,10000
2425,10000
2355,10000
2572,10000
2396,10000
2393,10000
2592,10000
2511,10000
2489,10000
2505,10000
2533,10000
2495,10000
2478,10000
2507,10000
2334,10000
2486,10000
2413,10000
2371,10000
2338,10000
2380,10000
2430,10000
2408,10000
2445,10000
2416,10000
2161,10000
2375,10000
2393,10000
2501,10000
2503,10000
2414,10000
2522,10000
2366,10000
2383,10000
2469,10000
2327,10000
2528,10000
2452,10000
2337,10000
2391,10000
2407,10000
2387,10000
2393,10000
2353,10000
2558,10000
2381,10000
2522,10000
2604,10000
2366,10000
2551,10000
2563,10000
2542,10000
2504,10000
2497,10000
2380,10000
0,10
6,10
3,10
4,10
2,10
5,10
5,10
5,10
0,10
2,10
0,10
4,10
3,10
4,10
7,10
3,10
2,10
1,10
6,10
2,10
3,10
2,10
4,10
3,10
4,10
2,10
3,10
5,10
4,10
0,10
2,10
2,10
4,10
1,10
1,10
3,10
6,10
4,10
6,10
0,10
1,10
3,10
1,10
4,10
4,10
1,10
6,10
0,10
2,10
3,10
1,10
3,10
4,10
0,10
6,10
2,10
6,10
8,10
5,10
3,10
2,10
0,10
0,10
2,10
4,10
6,10
3,10
0,10
3,10
4,10
3,10
1,10
1,10
3,10
2,10
3,10
4,10
4,10
6,10
0,10
6,10
3,10
1,10
2,10
1,10
4,10
2,10
8,10
0,10
4,10
2,10
2,10
1,10
1,10
0,10
4,10
3,10
4,10
6,10
3,10
19,100
36,100
22,100
32,100
39,100
12,100
37,100
33,100
23,100
41,100
27,100
36,100
18,100
11,100
28,100
22,100
25,100
28,100
25,100
26,100
13,100
15,100
30,100
30,100
25,100
28,100
21,100
28,100
30,100
27,100
41,100
23,100
29,100
21,100
30,100
23,100
31,100
15,100
16,100
40,100
32,100
30,100
27,100
26,100
26,100
20,100
9,100
11,100
20,100
29,100
24,100
23,100
18,100
21,100
32,100
25,100
29,100
29,100
29,100
23,100
31,100
33,100
17,100
30,100
23,100
25,100
24,100
16,100
26,100
16,100
18,100
19,100
14,100
25,100
16,100
23,100
13,100
24,100
6,100
17,100
15,100
26,100
48,100
29,100
25,100
32,100
35,100
17,100
33,100
10,100
29,100
34,100
23,100
29,100
25,100
20,100
38,100
23,100
33,100
37,100
244,1000
252,1000
241,1000
234,1000
251,1000
246,1000
251,1000
208,1000
322,1000
220,1000
266,1000
227,1000
246,1000
268,1000
224,1000
290,1000
208,1000
265,1000
205,1000
257,1000
239,1000
230,1000
251,1000
272,1000
256,1000
287,1000
262,1000
218,1000
228,1000
223,1000
273,1000
305,1000
215,1000
212,1000
223,1000
261,1000
269,1000
224,1000
238,1000
247,1000
241,1000
265,1000
257,1000
261,1000
256,1000
235,1000
224,1000
267,1000
250,1000
254,1000
268,1000
274,1000
249,1000
248,1000
255,1000
225,1000
250,1000
214,1000
272,1000
312,1000
214,1000
264,1000
262,1000
196,1000
248,1000
259,1000
214,1000
252,1000
246,1000
228,1000
240,1000
227,1000
268,1000
217,1000
229,1000
207,1000
214,1000
191,1000
266,1000
239,1000
229,1000
247,1000
296,1000
307,1000
303,1000
199,1000
252,1000
241,1000
209,1000
276,1000
235,1000
239,1000
247,1000
242,1000
243,1000
237,1000
255,1000
247,1000
217,1000
277,1000
2460,10000
2493,10000
2561,10000
2437,10000
2441,10000
2729,10000
2352,10000
2463,10000
2319,10000
2393,10000
2434,10000
2449,10000
2351,10000
2573,10000
2260,10000
2366,10000
2432,10000
2395,10000
2367,10000
2487,10000
2422,10000
2264,10000
2419,10000
2485,10000
2493,10000
2318,10000
2379,10000
2475,10000
2502,10000
2485,10000
2621,10000
2393,10000
2399,10000
2374,10000
2328,10000
2463,10000
2412,10000
2304,10000
2408,10000
2434,10000
2292,10000
2550,10000
2556,10000
2484,10000
2398,10000
2437,10000
2413,10000
2425,10000
2355,10000
2572,10000
2396,10000
2393,10000
2592,10000
2511,10000
2489,10000
2505,10000
2533,10000
2495,10000
2478,10000
2507,10000
2334,10000
2486,10000
2413,10000
2371,10000
2338,10000
2380,10000
2430,10000
2408,10000
2445,10000
2416,10000
2161,10000
2375,10000
2393,10000
2501,10000
2503,10000
2414,10000
2522,10000
2366,10000
2383,10000
2469,10000
2327,10000
2528,10000
2452,10000
2337,10000
2391,10000
2407,10000
2387,10000
2393,10000
2353,10000
2558,10000
2381,10000
2522,10000
2604,10000
2366,10000
2551,10000
2563,10000
2542,10000
2504,10000
2497,10000
2380,10000
0,10
6,10
3,10
4,10
2,10
5,10
5,10
5,10
0,10
2,10
0,10
4,10
3,10
4,10
7,10
3,10
2,10
1,10
6,10
2,10
3,10
2,10
4,10
3,10
4,10
2,10
3,10
5,10
4,10
0,10
2,10
2,10
4,10
1,10
1,10
3,10
6,10
4,10
6,10
0,10
1,10
3,10
1,10
4,10
4,10
1,10
6,10
0,10
2,10
3,10
1,10
3,10
4,10
0,10
6,10
2,10
6,10
8,10
5,10
3,10
2,10
0,10
0,10
2,10
4,10
6,10
3,10
0,10
3,10
4,10
3,10
1,10
1,10
3,10
2,10
3,10
4,10
4,10
6,10
0,10
6,10
3,10
1,10
2,10
1,10
4,10
2,10
8,10
0,10
4,10
2,10
2,10
1,10
1,10
0,10
4,10
3,10
4,10
6,10
3,10
19,100
36,100
22,100
32,100
39,100
12,100
37,100
33,100
23,100
41,100
27,100
36,100
18,100
11,100
28,100
22,100
25,100
28,100
25,100
26,100
13,100
15,100
30,100
30,100
25,100
28,100
21,100
28,100
30,100
27,100
41,100
23,100
29,100
21,100
30,100
23,100
31,100
15,100
16,100
40,100
32,100
30,100
27,100
26,100
26,100
20,100
9,100
11,100
20,100
29,100
24,100
23,100
18,100
21,100
32,100
25,100
29,100
29,100
29,100
23,100
31,100
33,100
17,100
30,100
23,100
25,100
24,100
16,100
26,100
16,100
18,100
19,100
14,100
25,100
16,100
23,100
13,100
24,100
6,100
17,100
15,100
26,100
48,100
29,100
25,100
32,100
35,100
17,100
33,100
10,100
29,100
34,100
23,100
29,100
25,100
20,100
38,100
23,100
33,100
37,100
244,1000
252,1000
241,1000
234,1000
251,1000
246,1000
251,1000
208,1000
322,1000
220,1000
266,1000
227,1000
246,1000
268,1000
224,1000
290,1000
208,1000
265,1000
205,1000
257,1000
239,1000
230,1000
251,1000
272,1000
256,1000
287,1000
262,1000
218,1000
228,1000
223,1000
273,1000
305,1000
215,1000
212,1000
223,1000
261,1000
269,1000
224,1000
238,1000
247,1000
241,1000
265,1000
257,1000
261,1000
256,1000
235,1000
224,1000
267,1000
250,1000
254,1000
268,1000
274,1000
249,1000
248,1000
255,1000
225,1000
250,1000
214,1000
272,1000
312,1000
214,1000
264,1000
262,1000
196,1000
248,1000
259,1000
214,1000
252,1000
246,1000
228,1000
240,1000
227,1000
268,1000
217,1000
229,1000
207,1000
214,1000
191,1000
266,1000
239,1000
229,1000
247,1000
296,1000
307,1000
303,1000
199,1000
252,1000
241,1000
209,1000
276,1000
235,1000
239,1000
247,1000
242,1000
243,1000
237,1000
255,1000
247,1000
217,1000
277,1000
2460,10000
2493,10000
2561,10000
2437,10000
2441,10000
2729,10000
2352,10000
2463,10000
2319,10000
2393,10000
2434,10000
2449,10000
2351,10000
2573,10000
2260,10000
2366,10000
2432,10000
2395,10000
2367,10000
2487,10000
2422,10000
2264,10000
2419,10000
2485,10000
2493,10000
2318,10000
2379,10000
2475,10000
2502,10000
2485,10000
2621,10000
2393,10000
2399,10000
2374,10000
2328,10000
2463,10000
2412,10000
2304,10000
2408,10000
2434,10000
2292,10000
2550,10000
2556,10000
2484,10000
2398,10000
2437,10000
2413,10000
2425,10000
2355,10000
2572,10000
2396,10000
2393,10000
2592,10000
2511,10000
2489,10000
2505,10000
2533,10000
2495,10000
2478,10000
2507,10000
2334,10000
2486,10000
2413,10000
2371,10000
2338,10000
2380,10000
2430,10000
2408,10000
2445,10000
2416,10000
2161,10000
2375,10000
2393,10000
2501,10000
2503,10000
2414,10000
2522,10000
2366,10000
2383,10000
2469,10000
2327,10000
2528,10000
2452,10000
2337,10000
2391,10000
2407,10000
2387,10000
2393,10000
2353,10000
2558,10000
2381,10000
2522,10000
2604,10000
2366,10000
2551,10000
2563,10000
2542,10000
2504,10000
2497,10000
2380,10000
