"k_hat","r_hat","m"
5702,518,10000
5932,554,10000
6447,602,10000
6268,583,10000
5851,547,10000
6296,581,10000
5918,553,10000
6032,557,10000
5955,553,10000
6185,576,10000
6054,563,10000
5933,547,10000
10,1,10
10,1,10
10,0,10
9,1,10
10,3,10
6,1,10
10,0,10
10,3,10
4,0,10
10,2,10
10,1,10
10,1,10
10,1,10
10,1,10
10,1,10
10,2,10
6,0,10
10,2,10
10,0,10
10,4,10
7,0,10
10,2,10
10,3,10
6,0,10
8,1,10
8,1,10
10,3,10
10,2,10
10,0,10
5,0,10
10,2,10
10,1,10
10,2,10
10,2,10
7,0,10
10,2,10
10,2,10
10,2,10
10,4,10
9,1,10
10,0,10
10,3,10
5,0,10
8,1,10
5,1,10
10,0,10
10,2,10
5,1,10
8,1,10
9,1,10
7,1,10
10,2,10
10,2,10
10,2,10
10,2,10
9,1,10
10,2,10
10,1,10
10,0,10
10,3,10
10,2,10
6,1,10
8,1,10
10,1,10
6,1,10
10,2,10
10,2,10
10,2,10
10,0,10
7,1,10
10,2,10
10,1,10
4,1,10
10,1,10
6,1,10
5,1,10
10,1,10
10,2,10
10,1,10
5,0,10
10,2,10
6,0,10
10,2,10
10,1,10
7,1,10
8,1,10
10,2,10
10,2,10
10,2,10
10,1,10
10,2,10
6,1,10
8,1,10
10,1,10
6,0,10
10,1,10
8,0,10
10,2,10
5,0,10
10,2,10
100,18,100
100,11,100
100,10,100
75,6,100
100,13,100
100,19,100
98,10,100
100,14,100
100,11,100
99,9,100
100,11,100
100,20,100
100,12,100
100,15,100
100,12,100
100,13,100
81,8,100
100,16,100
100,16,100
100,15,100
100,13,100
100,15,100
100,12,100
100,12,100
100,11,100
100,14,100
100,13,100
100,12,100
100,20,100
100,13,100
100,11,100
100,12,100
100,11,100
100,18,100
100,12,100
100,12,100
100,18,100
100,11,100
100,13,100
100,15,100
100,11,100
100,12,100
100,20,100
100,17,100
100,14,100
97,10,100
100,15,100
100,12,100
85,8,100
95,10,100
100,16,100
100,11,100
100,16,100
100,10,100
100,15,100
100,16,100
100,16,100
100,12,100
89,9,100
100,16,100
100,13,100
100,14,100
100,16,100
100,17,100
100,11,100
100,10,100
100,16,100
100,12,100
100,12,100
100,10,100
100,15,100
100,18,100
100,16,100
100,18,100
100,16,100
100,9,100
100,12,100
100,16,100
100,10,100
100,20,100
100,14,100
100,13,100
100,16,100
100,16,100
100,10,100
100,14,100
100,13,100
100,15,100
100,14,100
100,13,100
100,14,100
100,12,100
100,14,100
100,12,100
100,20,100
100,11,100
100,17,100
100,18,100
100,16,100
100,11,100
1000,97,1000
879,85,1000
865,84,1000
958,94,1000
1000,102,1000
1000,106,1000
1000,97,1000
1000,99,1000
986,91,1000
1000,94,1000
1000,93,1000
973,92,1000
962,92,1000
997,93,1000
1000,102,1000
1000,98,1000
1000,110,1000
932,87,1000
1000,103,1000
985,92,1000
1000,98,1000
1000,94,1000
1000,110,1000
900,83,1000
1000,98,1000
1000,98,1000
1000,104,1000
1000,97,1000
1000,95,1000
1000,109,1000
1000,94,1000
842,79,1000
1000,95,1000
990,97,1000
1000,107,1000
995,98,1000
959,91,1000
1000,100,1000
1000,94,1000
1000,102,1000
1000,98,1000
1000,115,1000
900,83,1000
926,85,1000
981,93,1000
1000,101,1000
971,91,1000
950,94,1000
1000,98,1000
1000,94,1000
1000,93,1000
1000,108,1000
974,92,1000
1000,110,1000
1000,96,1000
958,88,1000
1000,91,1000
1000,93,1000
858,82,1000
890,81,1000
1000,100,1000
913,89,1000
829,72,1000
1000,102,1000
992,92,1000
1000,94,1000
1000,102,1000
957,91,1000
946,90,1000
1000,106,1000
1000,105,1000
1000,110,1000
1000,94,1000
1000,90,1000
1000,107,1000
1000,92,1000
901,83,1000
1000,124,1000
1000,98,1000
1000,103,1000
1000,109,1000
974,90,1000
1000,95,1000
837,82,1000
1000,102,1000
1000,102,1000
1000,93,1000
914,86,1000
1000,103,1000
1000,91,1000
1000,95,1000
908,81,1000
1000,97,1000
779,74,1000
1000,102,1000
1000,100,1000
1000,114,1000
985,90,1000
869,88,1000
1000,98,1000
6573,603,10000
6431,588,10000
5634,530,10000
5856,541,10000
6060,560,10000
6391,594,10000
6117,569,10000
6010,551,10000
6124,562,10000
5954,557,10000
6177,573,10000
6458,588,10000
6364,585,10000
6300,579,10000
6590,624,10000
5566,514,10000
5604,527,10000
5976,554,10000
5982,556,10000
6182,574,10000
6302,573,10000
6133,575,10000
5908,555,10000
6454,591,10000
6180,568,10000
6462,584,10000
6108,568,10000
5998,555,10000
6092,560,10000
6222,579,10000
6271,581,10000
6208,580,10000
6178,569,10000
5705,525,10000
6246,580,10000
6102,555,10000
5925,550,10000
6178,574,10000
6325,587,10000
6356,585,10000
5880,547,10000
6013,564,10000
6677,616,10000
6235,569,10000
5826,549,10000
5999,560,10000
6128,570,10000
5731,538,10000
6386,594,10000
6704,604,10000
5968,545,10000
5849,545,10000
6217,579,10000
5806,538,10000
6179,581,10000
5839,531,10000
6116,565,10000
6590,592,10000
5860,541,10000
6178,572,10000
6849,645,10000
6105,561,10000
5554,515,10000
5668,531,10000
6134,558,10000
6407,600,10000
6442,599,10000
6113,567,10000
6764,626,10000
6678,615,10000
6738,617,10000
6528,612,10000
6546,608,10000
5948,551,10000
6152,564,10000
6286,575,10000
6432,588,10000
6295,584,10000
5809,536,10000
6435,593,10000
5814,550,10000
6079,562,10000
6124,564,10000
6294,589,10000
5997,553,10000
5626,526,10000
6366,591,10000
5863,545,10000
5702,518,10000
5932,554,10000
6447,602,10000
6268,583,10000
5851,547,10000
6296,581,10000
5918,553,10000
6032,557,10000
5955,553,10000
6185,576,10000
6054,563,10000
5933,547,10000
10,1,10
10,1,10
10,0,10
9,1,10
10,3,10
6,1,10
10,0,10
10,3,10
4,0,10
10,2,10
10,1,10
10,1,10
10,1,10
10,1,10
10,1,10
10,2,10
6,0,10
10,2,10
10,0,10
10,4,10
7,0,10
10,2,10
10,3,10
6,0,10
8,1,10
8,1,10
10,3,10
10,2,10
10,0,10
5,0,10
10,2,10
10,1,10
10,2,10
10,2,10
7,0,10
10,2,10
10,2,10
10,2,10
10,4,10
9,1,10
10,0,10
10,3,10
5,0,10
8,1,10
5,1,10
10,0,10
10,2,10
5,1,10
8,1,10
9,1,10
7,1,10
10,2,10
10,2,10
10,2,10
10,2,10
9,1,10
10,2,10
10,1,10
10,0,10
10,3,10
10,2,10
6,1,10
8,1,10
10,1,10
6,1,10
10,2,10
10,2,10
10,2,10
10,0,10
7,1,10
10,2,10
10,1,10
4,1,10
10,1,10
6,1,10
5,1,10
10,1,10
10,2,10
10,1,10
5,0,10
10,2,10
6,0,10
10,2,10
10,1,10
7,1,10
8,1,10
10,2,10
10,2,10
10,2,10
10,1,10
10,2,10
6,1,10
8,1,10
10,1,10
6,0,10
10,1,10
8,0,10
10,2,10
5,0,10
10,2,10
100,18,100
100,11,100
100,10,100
75,6,100
100,13,100
100,19,100
98,10,100
100,14,100
100,11,100
99,9,100
100,11,100
100,20,100
100,12,100
100,15,100
100,12,100
100,13,100
81,8,100
100,16,100
100,16,100
100,15,100
100,13,100
100,15,100
100,12,100
100,12,100
100,11,100
100,14,100
100,13,100
100,12,100
100,20,100
100,13,100
100,11,100
100,12,100
100,11,100
100,18,100
100,12,100
100,12,100
100,18,100
100,11,100
100,13,100
100,15,100
100,11,100
100,12,100
100,20,100
100,17,100
100,14,100
97,10,100
100,15,100
100,12,100
85,8,100
95,10,100
100,16,100
100,11,100
100,16,100
100,10,100
100,15,100
100,16,100
100,16,100
100,12,100
89,9,100
100,16,100
100,13,100
100,14,100
100,16,100
100,17,100
100,11,100
100,10,100
100,16,100
100,12,100
100,12,100
100,10,100
100,15,100
100,18,100
100,16,100
100,18,100
100,16,100
100,9,100
100,12,100
100,16,100
100,10,100
100,20,100
100,14,100
100,13,100
100,16,100
100,16,100
100,10,100
100,14,100
100,13,100
100,15,100
100,14,100
100,13,100
100,14,100
100,12,100
100,14,100
100,12,100
100,20,100
100,11,100
100,17,100
100,18,100
100,16,100
100,11,100
1000,97,1000
879,85,1000
865,84,1000
958,94,1000
1000,102,1000
1000,106,1000
1000,97,1000
1000,99,1000
986,91,1000
1000,94,1000
1000,93,1000
973,92,1000
962,92,1000
997,93,1000
1000,102,1000
1000,98,1000
1000,110,1000
932,87,1000
1000,103,1000
985,92,1000
1000,98,1000
1000,94,1000
1000,110,1000
900,83,1000
1000,98,1000
1000,98,1000
1000,104,1000
1000,97,1000
1000,95,1000
1000,109,1000
1000,94,1000
842,79,1000
1000,95,1000
990,97,1000
1000,107,1000
995,98,1000
959,91,1000
1000,100,1000
1000,94,1000
1000,102,1000
1000,98,1000
1000,115,1000
900,83,1000
926,85,1000
981,93,1000
1000,101,1000
971,91,1000
950,94,1000
1000,98,1000
1000,94,1000
1000,93,1000
1000,108,1000
974,92,1000
1000,110,1000
1000,96,1000
958,88,1000
1000,91,1000
1000,93,1000
858,82,1000
890,81,1000
1000,100,1000
913,89,1000
829,72,1000
1000,102,1000
992,92,1000
1000,94,1000
1000,102,1000
957,91,1000
946,90,1000
1000,106,1000
1000,105,1000
1000,110,1000
1000,94,1000
1000,90,1000
1000,107,1000
1000,92,1000
901,83,1000
1000,124,1000
1000,98,1000
1000,103,1000
1000,109,1000
974,90,1000
1000,95,1000
837,82,1000
1000,102,1000
1000,102,1000
1000,93,1000
914,86,1000
1000,103,1000
1000,91,1000
1000,95,1000
908,81,1000
1000,97,1000
779,74,1000
1000,102,1000
1000,100,1000
1000,114,1000
985,90,1000
869,88,1000
1000,98,1000
6573,603,10000
6431,588,10000
5634,530,10000
5856,541,10000
6060,560,10000
6391,594,10000
6117,569,10000
6010,551,10000
6124,562,10000
5954,557,10000
6177,573,10000
6458,588,10000
6364,585,10000
6300,579,10000
6590,624,10000
5566,514,10000
5604,527,10000
5976,554,10000
5982,556,10000
6182,574,10000
6302,573,10000
6133,575,10000
5908,555,10000
6454,591,10000
6180,568,10000
6462,584,10000
6108,568,10000
5998,555,10000
6092,560,10000
6222,579,10000
6271,581,10000
6208,580,10000
6178,569,10000
5705,525,10000
6246,580,10000
6102,555,10000
5925,550,10000
6178,574,10000
6325,587,10000
6356,585,10000
5880,547,10000
6013,564,10000
6677,616,10000
6235,569,10000
5826,549,10000
5999,560,10000
6128,570,10000
5731,538,10000
6386,594,10000
6704,604,10000
5968,545,10000
5849,545,10000
6217,579,10000
5806,538,10000
6179,581,10000
5839,531,10000
6116,565,10000
6590,592,10000
5860,541,10000
6178,572,10000
6849,645,10000
6105,561,10000
5554,515,10000
5668,531,10000
6134,558,10000
6407,600,10000
6442,599,10000
6113,567,10000
6764,626,10000
6678,615,10000
6738,617,10000
6528,612,10000
6546,608,10000
5948,551,10000
6152,564,10000
6286,575,10000
6432,588,10000
6295,584,10000
5809,536,10000
6435,593,10000
5814,550,10000
6079,562,10000
6124,564,10000
6294,589,10000
5997,553,10000
5626,526,10000
6366,591,10000
5863,545,10000
5702,518,10000
5932,554,10000
6447,602,10000
6268,583,10000
5851,547,10000
6296,581,10000
5918,553,10000
6032,557,10000
5955,553,10000
6185,576,10000
6054,563,10000
5933,547,10000
