"k_hat","r_hat","m"
6,1,10
9,0,10
4,1,10
10,1,10
5,0,10
5,1,10
10,2,10
10,0,10
7,1,10
4,0,10
8,0,10
3,0,10
10,2,10
10,2,10
9,0,10
4,0,10
10,2,10
7,0,10
10,2,10
7,0,10
4,0,10
10,3,10
10,2,10
10,1,10
10,2,10
10,1,10
10,2,10
10,0,10
4,0,10
10,1,10
10,1,10
10,0,10
10,2,10
10,0,10
4,0,10
10,2,10
10,2,10
9,0,10
10,3,10
6,0,10
8,0,10
9,1,10
10,0,10
10,2,10
7,0,10
10,2,10
10,2,10
10,3,10
9,0,10
10,1,10
10,1,10
10,2,10
10,2,10
8,1,10
7,0,10
7,0,10
8,1,10
10,2,10
7,0,10
7,0,10
10,2,10
8,0,10
10,1,10
10,0,10
6,0,10
4,0,10
10,2,10
8,1,10
10,3,10
10,0,10
10,2,10
10,2,10
6,1,10
9,1,10
5,1,10
8,1,10
4,0,10
7,1,10
6,0,10
10,1,10
3,0,10
10,3,10
9,0,10
9,1,10
10,1,10
6,0,10
5,0,10
10,2,10
6,0,10
9,0,10
7,0,10
6,1,10
10,1,10
10,1,10
5,1,10
10,1,10
100,16,100
100,11,100
90,9,100
100,13,100
100,12,100
100,10,100
100,10,100
100,11,100
100,10,100
54,6,100
94,8,100
100,12,100
100,13,100
100,11,100
100,14,100
100,17,100
100,13,100
100,14,100
100,13,100
100,10,100
100,14,100
100,13,100
100,10,100
100,13,100
100,13,100
100,15,100
100,13,100
100,11,100
100,12,100
91,9,100
100,12,100
100,15,100
100,13,100
100,10,100
100,12,100
100,10,100
100,9,100
100,10,100
92,9,100
100,16,100
62,5,100
100,14,100
100,13,100
100,12,100
100,18,100
100,13,100
100,12,100
100,13,100
80,8,100
100,13,100
100,10,100
100,12,100
100,19,100
100,14,100
100,12,100
100,13,100
95,9,100
100,12,100
100,11,100
100,11,100
100,11,100
100,13,100
54,6,100
100,14,100
93,9,100
100,10,100
100,12,100
100,12,100
100,17,100
100,14,100
100,11,100
100,11,100
100,11,100
100,16,100
100,12,100
100,11,100
100,13,100
100,11,100
67,7,100
89,9,100
66,6,100
90,9,100
100,12,100
100,14,100
100,17,100
100,13,100
64,6,100
100,14,100
100,9,100
100,12,100
100,14,100
82,8,100
100,11,100
64,7,100
100,12,100
100,13,100
98,10,100
57,6,100
100,14,100
100,14,100
942,86,1000
956,82,1000
839,81,1000
965,88,1000
980,92,1000
1000,90,1000
956,88,1000
941,88,1000
889,82,1000
953,89,1000
971,90,1000
971,89,1000
1000,88,1000
875,82,1000
958,86,1000
1000,91,1000
991,87,1000
852,80,1000
812,78,1000
872,80,1000
948,86,1000
889,86,1000
938,84,1000
802,76,1000
1000,95,1000
1000,102,1000
933,87,1000
810,71,1000
800,70,1000
917,82,1000
873,78,1000
910,83,1000
980,94,1000
1000,96,1000
958,86,1000
966,87,1000
968,87,1000
831,78,1000
819,74,1000
874,82,1000
825,74,1000
871,79,1000
934,86,1000
872,83,1000
900,82,1000
873,82,1000
1000,100,1000
1000,86,1000
914,83,1000
882,80,1000
937,88,1000
1000,101,1000
991,86,1000
983,95,1000
885,80,1000
885,80,1000
823,76,1000
933,86,1000
871,80,1000
931,88,1000
891,81,1000
684,68,1000
866,81,1000
733,72,1000
1000,91,1000
802,76,1000
891,79,1000
718,66,1000
1000,92,1000
894,82,1000
937,86,1000
861,81,1000
893,84,1000
799,74,1000
937,82,1000
923,85,1000
770,72,1000
881,82,1000
869,77,1000
811,72,1000
1000,93,1000
922,83,1000
902,83,1000
961,84,1000
987,90,1000
786,76,1000
813,73,1000
904,84,1000
735,71,1000
827,75,1000
846,78,1000
809,73,1000
924,84,1000
944,84,1000
741,68,1000
837,78,1000
969,92,1000
944,86,1000
892,84,1000
906,80,1000
5303,504,10000
5293,498,10000
5270,481,10000
5295,489,10000
5506,505,10000
5902,527,10000
5390,501,10000
5378,500,10000
5280,490,10000
5291,475,10000
5619,512,10000
5559,517,10000
5177,463,10000
5751,526,10000
5356,490,10000
5421,501,10000
5801,522,10000
5366,499,10000
5532,502,10000
5386,481,10000
5181,478,10000
5316,499,10000
5761,531,10000
5124,483,10000
5280,490,10000
5652,514,10000
5081,464,10000
5544,506,10000
5773,528,10000
5279,485,10000
5510,503,10000
5363,492,10000
5475,503,10000
5470,495,10000
5284,485,10000
5514,500,10000
5946,544,10000
5206,481,10000
5373,485,10000
5662,525,10000
5326,497,10000
5266,491,10000
5513,509,10000
5681,518,10000
5463,493,10000
5514,502,10000
5701,516,10000
5327,482,10000
5350,487,10000
5331,480,10000
5620,514,10000
5423,500,10000
5342,493,10000
4824,447,10000
5097,472,10000
5147,460,10000
5023,466,10000
5690,512,10000
5575,491,10000
5549,505,10000
5254,482,10000
5438,491,10000
5215,485,10000
5312,492,10000
5450,506,10000
5684,514,10000
5309,482,10000
5720,524,10000
5519,499,10000
5897,532,10000
5598,510,10000
5705,514,10000
5158,474,10000
5310,491,10000
5591,517,10000
5380,487,10000
5726,529,10000
5505,501,10000
5446,502,10000
5222,477,10000
5505,501,10000
5791,527,10000
5710,516,10000
5145,477,10000
5645,513,10000
5864,513,10000
5405,493,10000
5856,538,10000
5634,513,10000
5100,464,10000
5344,488,10000
5738,515,10000
5698,533,10000
5048,473,10000
5353,493,10000
5308,484,10000
5502,502,10000
5256,486,10000
5059,469,10000
5904,542,10000
4,1,10
9,1,10
7,1,10
9,0,10
6,1,10
9,0,10
4,1,10
10,1,10
5,0,10
5,1,10
10,2,10
10,0,10
7,1,10
4,0,10
8,0,10
3,0,10
10,2,10
10,2,10
9,0,10
4,0,10
10,2,10
7,0,10
10,2,10
7,0,10
4,0,10
10,3,10
10,2,10
10,1,10
10,2,10
10,1,10
10,2,10
10,0,10
4,0,10
10,1,10
10,1,10
10,0,10
10,2,10
10,0,10
4,0,10
10,2,10
10,2,10
9,0,10
10,3,10
6,0,10
8,0,10
9,1,10
10,0,10
10,2,10
7,0,10
10,2,10
10,2,10
10,3,10
9,0,10
10,1,10
10,1,10
10,2,10
10,2,10
8,1,10
7,0,10
7,0,10
8,1,10
10,2,10
7,0,10
7,0,10
10,2,10
8,0,10
10,1,10
10,0,10
6,0,10
4,0,10
10,2,10
8,1,10
10,3,10
10,0,10
10,2,10
10,2,10
6,1,10
9,1,10
5,1,10
8,1,10
4,0,10
7,1,10
6,0,10
10,1,10
3,0,10
10,3,10
9,0,10
9,1,10
10,1,10
6,0,10
5,0,10
10,2,10
6,0,10
9,0,10
7,0,10
6,1,10
10,1,10
10,1,10
5,1,10
10,1,10
100,16,100
100,11,100
90,9,100
100,13,100
100,12,100
100,10,100
100,10,100
100,11,100
100,10,100
54,6,100
94,8,100
100,12,100
100,13,100
100,11,100
100,14,100
100,17,100
100,13,100
100,14,100
100,13,100
100,10,100
100,14,100
100,13,100
100,10,100
100,13,100
100,13,100
100,15,100
100,13,100
100,11,100
100,12,100
91,9,100
100,12,100
100,15,100
100,13,100
100,10,100
100,12,100
100,10,100
100,9,100
100,10,100
92,9,100
100,16,100
62,5,100
100,14,100
100,13,100
100,12,100
100,18,100
100,13,100
100,12,100
100,13,100
80,8,100
100,13,100
100,10,100
100,12,100
100,19,100
100,14,100
100,12,100
100,13,100
95,9,100
100,12,100
100,11,100
100,11,100
100,11,100
100,13,100
54,6,100
100,14,100
93,9,100
100,10,100
100,12,100
100,12,100
100,17,100
100,14,100
100,11,100
100,11,100
100,11,100
100,16,100
100,12,100
100,11,100
100,13,100
100,11,100
67,7,100
89,9,100
66,6,100
90,9,100
100,12,100
100,14,100
100,17,100
100,13,100
64,6,100
100,14,100
100,9,100
100,12,100
100,14,100
82,8,100
100,11,100
64,7,100
100,12,100
100,13,100
98,10,100
57,6,100
100,14,100
100,14,100
942,86,1000
956,82,1000
839,81,1000
965,88,1000
980,92,1000
1000,90,1000
956,88,1000
941,88,1000
889,82,1000
953,89,1000
971,90,1000
971,89,1000
1000,88,1000
875,82,1000
958,86,1000
1000,91,1000
991,87,1000
852,80,1000
812,78,1000
872,80,1000
948,86,1000
889,86,1000
938,84,1000
802,76,1000
1000,95,1000
1000,102,1000
933,87,1000
810,71,1000
800,70,1000
917,82,1000
873,78,1000
910,83,1000
980,94,1000
1000,96,1000
958,86,1000
966,87,1000
968,87,1000
831,78,1000
819,74,1000
874,82,1000
825,74,1000
871,79,1000
934,86,1000
872,83,1000
900,82,1000
873,82,1000
1000,100,1000
1000,86,1000
914,83,1000
882,80,1000
937,88,1000
1000,101,1000
991,86,1000
983,95,1000
885,80,1000
885,80,1000
823,76,1000
933,86,1000
871,80,1000
931,88,1000
891,81,1000
684,68,1000
866,81,1000
733,72,1000
1000,91,1000
802,76,1000
891,79,1000
718,66,1000
1000,92,1000
894,82,1000
937,86,1000
861,81,1000
893,84,1000
799,74,1000
937,82,1000
923,85,1000
770,72,1000
881,82,1000
869,77,1000
811,72,1000
1000,93,1000
922,83,1000
902,83,1000
961,84,1000
987,90,1000
786,76,1000
813,73,1000
904,84,1000
735,71,1000
827,75,1000
846,78,1000
809,73,1000
924,84,1000
944,84,1000
741,68,1000
837,78,1000
969,92,1000
944,86,1000
892,84,1000
906,80,1000
5303,504,10000
5293,498,10000
5270,481,10000
5295,489,10000
5506,505,10000
5902,527,10000
5390,501,10000
5378,500,10000
5280,490,10000
5291,475,10000
5619,512,10000
5559,517,10000
5177,463,10000
5751,526,10000
5356,490,10000
5421,501,10000
5801,522,10000
5366,499,10000
5532,502,10000
5386,481,10000
5181,478,10000
5316,499,10000
5761,531,10000
5124,483,10000
5280,490,10000
5652,514,10000
5081,464,10000
5544,506,10000
5773,528,10000
5279,485,10000
5510,503,10000
5363,492,10000
5475,503,10000
5470,495,10000
5284,485,10000
5514,500,10000
5946,544,10000
5206,481,10000
5373,485,10000
5662,525,10000
5326,497,10000
5266,491,10000
5513,509,10000
5681,518,10000
5463,493,10000
5514,502,10000
5701,516,10000
5327,482,10000
5350,487,10000
5331,480,10000
5620,514,10000
5423,500,10000
5342,493,10000
4824,447,10000
5097,472,10000
5147,460,10000
5023,466,10000
5690,512,10000
5575,491,10000
5549,505,10000
5254,482,10000
5438,491,10000
5215,485,10000
5312,492,10000
5450,506,10000
5684,514,10000
5309,482,10000
5720,524,10000
5519,499,10000
5897,532,10000
5598,510,10000
5705,514,10000
5158,474,10000
5310,491,10000
5591,517,10000
5380,487,10000
5726,529,10000
5505,501,10000
5446,502,10000
5222,477,10000
5505,501,10000
5791,527,10000
5710,516,10000
5145,477,10000
5645,513,10000
5864,513,10000
5405,493,10000
5856,538,10000
5634,513,10000
5100,464,10000
5344,488,10000
5738,515,10000
5698,533,10000
5048,473,10000
5353,493,10000
5308,484,10000
5502,502,10000
5256,486,10000
5059,469,10000
5904,542,10000
